,StudentId,AssessmentGrade,GE-Grade,GE-Grade_MAX
0,10008,6,0.18,1.2
1,10008,7,0.2,0.2
2,10009,6,1.7,2.8
3,10009,7,3.9,3.9
4,11671,7,-1.1,-1.1
5,11681,7,-2.425,-2.2
6,11681,8,-4.5,-4.5
7,11688,7,-3.1,-3.1
8,11690,7,0.8,0.8
9,11698,7,-2.72,-1.4
10,11698,8,-2.1,-2.1
11,11705,7,-1.3,-1.3
12,11706,7,0.2,0.8
13,11710,7,-2.6,-2.6
14,11712,7,-1.18,-0.2
15,11712,8,-2.65,-1.2
16,11713,7,-2.1,-2.1
17,11716,7,-2.65,-1.6
18,11716,8,-3.6,-3.6
19,11719,7,-2.325,-1.8
20,11719,8,-4.4,-4.4
21,11720,7,-3.32,-2.7
22,11720,8,-4.9,-4.9
23,11722,7,0.55,1.9
24,11722,8,0.0,0.0
25,11724,7,-1.91666666667,-1.5
26,11724,8,-1.0,-1.0
27,11726,7,-1.325,-1.0
28,11726,8,-1.8,-1.8
29,11732,7,-0.157142857143,0.9
30,11732,8,1.5,1.5
31,11733,7,-0.877777777778,0.6
32,11733,8,-1.2,-1.2
33,11735,7,-2.4,-1.6
34,11735,8,-2.8,-2.8
35,11736,7,-0.62,0.1
36,11736,8,-2.1,-2.1
37,11738,7,-3.82,-2.8
38,11738,8,-3.2,-3.2
39,11740,7,-1.125,-0.5
40,11740,8,-5.2,-5.2
41,11741,7,-1.4,-0.4
42,11744,7,-1.11666666667,-0.6
43,11744,8,-2.0,-2.0
44,11746,7,-1.3,0.1
45,11746,8,-1.6,-1.6
46,11748,7,-1.225,-0.4
47,11748,8,-2.6,-2.6
48,11749,7,-2.2,-2.2
49,11753,7,-0.7,-0.7
50,11754,7,-4.2,-4.2
51,11755,7,-1.825,-1.2
52,11755,8,-2.4,-2.4
53,11756,7,0.366666666667,0.8
54,11758,7,-2.9,-2.3
55,11758,8,-4.6,-4.6
56,11759,7,-2.5,-1.9
57,11759,8,-3.1,-3.1
58,11775,7,1.7763568394e-16,1.3
59,11775,8,-2.0,-2.0
60,11779,7,0.275,1.3
61,11779,8,-1.1,-1.1
62,11797,7,-2.86,-2.2
63,11797,8,-3.4,-3.4
64,11798,7,-2.525,-1.7
65,11798,8,-3.3,-3.3
66,11800,7,-2.5,-2.5
67,11814,7,-4.74285714286,-4.2
68,11825,7,-0.633333333333,1.4
69,11825,8,-1.2,-1.2
70,11827,7,-2.8,-2.2
71,11827,8,-3.4,-3.4
72,11829,7,-4.5,-4.5
73,11830,7,-1.2,-1.2
74,11832,7,2.8,4.9
75,11832,8,2.3,2.3
76,11833,7,-1.76,-0.1
77,11833,8,-3.8,-3.8
78,11843,7,-0.15,1.6
79,11846,7,-0.9,-0.1
80,11846,8,-5.3,-5.3
81,11848,7,-1.56666666667,-0.8
82,11848,8,-2.7,-2.7
83,11849,7,-2.35,-2.1
84,11849,8,-4.5,-4.5
85,11862,7,-2.3,-2.0
86,11862,8,-1.9,-1.9
87,11865,5,0.4,0.4
88,11866,5,0.8,0.8
89,11869,7,-2.96666666667,-1.9
90,11869,8,-3.6,-3.6
91,11870,7,0.58,1.0
92,11870,8,0.6,0.6
93,11871,7,-0.344444444444,0.8
94,11871,8,0.3,0.3
95,11880,7,-3.8,-3.8
96,11887,7,0.0,0.0
97,11888,7,-1.5,-1.5
98,11894,7,-0.5,0.2
99,11894,8,-1.9,-1.9
100,11896,7,-1.8,-1.0
101,11896,8,-3.0,-3.0
102,11901,7,-2.675,-2.2
103,11923,7,-2.775,-1.7
104,11923,8,-2.7,-2.7
105,11924,7,-0.975,-0.3
106,11924,8,-2.0,-2.0
107,11936,5,0.8,0.8
108,11936,6,-0.3,-0.3
109,11937,5,-2.4,-2.4
110,11939,7,-2.725,-1.6
111,11939,8,-4.2,-4.2
112,11940,5,-1.9,-1.9
113,11948,7,-3.0,-3.0
114,11950,7,5.68,6.0
115,11950,8,5.0,5.0
116,11962,6,-3.31666666667,-2.1
117,11962,7,-4.2,-4.2
118,12002,7,0.18,1.6
119,12004,7,-1.45,-0.6
120,12004,8,-3.9,-3.9
121,12007,7,-1.5,-1.5
122,12011,7,-3.825,-2.9
123,12011,8,-4.2,-4.2
124,12015,7,-0.48,0.0
125,12015,8,-1.5,-1.5
126,12022,7,-3.7,-2.7
127,12022,8,-3.8,-3.8
128,12023,7,-4.78888888889,-4.3
129,12023,8,-6.4,-6.4
130,12025,7,-2.775,-2.1
131,12025,8,-4.4,-4.4
132,12028,7,1.6,3.2
133,12028,8,0.3,0.3
134,12030,7,-3.06666666667,-2.5
135,12030,8,-5.0,-5.0
136,12031,7,-1.4,-1.4
137,12032,7,0.2,0.9
138,12032,8,0.3,0.3
139,12036,7,1.05,3.4
140,12036,8,1.9,1.9
141,12039,7,-1.9,-1.9
142,12040,7,-1.55,-0.9
143,12040,8,-2.0,-2.0
144,12042,5,-0.6,-0.6
145,12046,7,-2.0,-0.7
146,12046,8,-3.4,-3.4
147,12049,7,-0.95,0.2
148,12049,8,-2.6,-2.6
149,12323,6,-3.23333333333,-3.0
150,12375,6,-2.7875,-1.2
151,12375,7,-1.9,-1.9
152,12377,6,-2.22,-1.0
153,12378,6,-0.1,1.0
154,12378,7,-0.8,-0.8
155,12379,6,-2.82857142857,-0.8
156,12379,7,-3.8,-3.8
157,12380,6,0.4,1.3
158,12380,7,0.9,0.9
159,12381,6,-0.5,-0.1
160,12381,7,-0.6,-0.6
161,12384,6,-3.84,-3.0
162,12384,7,-3.8,-3.8
163,12386,6,-2.575,-1.4
164,12386,7,-0.2,-0.2
165,12387,6,-0.471428571429,1.5
166,12387,7,-1.4,-1.4
167,12400,6,-3.53333333333,-2.9
168,12400,7,-3.2,-3.2
169,12402,6,-3.94,-3.5
170,12403,6,-2.82,-1.9
171,12403,7,-3.1,-3.1
172,12404,6,-3.4625,-1.8
173,12404,7,-4.7,-4.7
174,12405,6,0.575,1.9
175,12405,7,-1.3,-1.3
176,12406,6,-2.075,-0.3
177,12408,6,-1.3,-1.3
178,12409,6,-1.02,0.1
179,12409,7,-1.8,-1.8
180,12413,6,0.16,0.9
181,12413,7,-0.4,-0.4
182,12415,6,-1.12,-0.5
183,12415,7,-2.8,-2.8
184,12416,6,-0.36,-0.1
185,12416,7,-2.4,-2.4
186,12418,6,-0.866666666667,0.0
187,12420,6,6.125,7.0
188,12420,7,6.0,6.0
189,12421,6,0.46,1.6
190,12421,7,-0.6,-0.6
191,12425,6,0.14,0.5
192,12425,7,0.2,0.2
193,12426,6,-1.44,-1.2
194,12426,7,-2.2,-2.2
195,12428,6,1.74,2.3
196,12428,7,1.1,1.1
197,12429,6,-1.38,-0.7
198,12429,7,-2.0,-2.0
199,12439,6,-0.64,-0.1
200,12439,7,-1.5,-1.5
201,12441,6,0.76,1.5
202,12441,7,-0.3,-0.3
203,12445,6,-1.16,0.6
204,12445,7,0.7,0.7
205,12449,5,1.8,1.8
206,12449,6,0.0,0.0
207,12453,5,1.7,1.7
208,12453,6,1.9,1.9
209,12487,5,-1.9,-1.9
210,12487,6,-2.3,-2.3
211,12497,6,-1.52,-0.7
212,12497,7,-2.2,-2.2
213,12500,6,-0.84,-0.6
214,12500,7,-1.3,-1.3
215,12502,6,0.65,1.9
216,12502,7,0.4,0.4
217,12503,6,2.9,4.5
218,12503,7,2.7,2.7
219,12504,6,-1.34,-0.8
220,12504,7,-1.9,-1.9
221,12508,6,0.68,1.5
222,12508,7,-0.7,-0.7
223,12509,6,0.1,1.2
224,12509,7,-0.5,-0.5
225,12510,6,-0.14,0.4
226,12510,7,0.1,0.1
227,12512,6,-0.86,0.1
228,12512,7,-1.1,-1.1
229,12513,6,0.14,1.0
230,12513,7,-0.1,-0.1
231,12515,6,-0.5,0.4
232,12515,7,-1.9,-1.9
233,12516,6,0.55,1.3
234,12517,6,2.3,4.1
235,12517,7,1.7,1.7
236,12518,6,0.3,1.7
237,12518,7,-1.8,-1.8
238,12519,6,-0.8,-0.3
239,12519,7,-1.5,-1.5
240,12520,6,-0.16,0.3
241,12520,7,0.4,0.4
242,12521,6,-0.74,0.3
243,12524,6,0.04,0.4
244,12524,7,-1.3,-1.3
245,12530,6,0.46,1.4
246,12530,7,-1.2,-1.2
247,12562,5,-1.8,-1.8
248,12562,6,-1.9,-1.9
249,12568,6,-1.4,-0.4
250,12568,7,-1.7,-1.7
251,12578,6,-0.08,0.5
252,12578,7,-0.8,-0.8
253,12588,6,1.7,3.2
254,12588,7,0.5,0.5
255,12594,6,-0.22,0.5
256,12594,7,-2.5,-2.5
257,12597,6,-0.92,0.2
258,12597,7,-1.8,-1.8
259,12602,6,-1.38,-1.1
260,12602,7,-2.8,-2.8
261,12607,6,-0.74,-0.3
262,12607,7,-1.8,-1.8
263,12608,6,-0.56,-0.3
264,12608,7,-0.8,-0.8
265,12609,6,0.16,1.4
266,12609,7,-0.6,-0.6
267,12610,5,0.0,0.0
268,12610,6,0.2,0.2
269,12611,6,-0.42,0.2
270,12611,7,-1.0,-1.0
271,12612,6,-0.4,-0.1
272,12613,6,6.85,7.0
273,12613,7,5.9,5.9
274,12617,6,1.84,4.0
275,12617,7,1.7,1.7
276,12641,6,-1.06,-0.3
277,12641,7,-2.1,-2.1
278,12653,6,0.24,1.0
279,12653,7,-0.5,-0.5
280,12654,6,-0.12,0.1
281,12654,7,-0.3,-0.3
282,12655,6,-0.56,0.0
283,12655,7,-1.9,-1.9
284,12662,6,0.84,1.4
285,12662,7,-0.1,-0.1
286,12664,6,2.64,3.5
287,12664,7,3.9,3.9
288,12666,6,2.2,4.2
289,12666,7,1.5,1.5
290,12672,6,-0.2,1.0
291,12672,7,-1.2,-1.2
292,12673,6,2.6,4.3
293,12673,7,3.9,3.9
294,12674,6,-1.16,-0.6
295,12674,7,-1.9,-1.9
296,12675,6,0.0166666666667,1.6
297,12675,7,-1.5,-1.5
298,12676,6,0.08,1.1
299,12676,7,0.1,0.1
300,12677,6,2.56,3.7
301,12677,7,3.2,3.2
302,12679,6,-1.54,-0.9
303,12679,7,-2.5,-2.5
304,12680,6,-2.06,-1.7
305,12680,7,-1.6,-1.6
306,12683,6,-0.92,-0.5
307,12683,7,-1.6,-1.6
308,12686,6,2.375,2.8
309,12686,7,-0.6,-0.6
310,12687,6,2.14,3.1
311,12687,7,2.4,2.4
312,12688,7,-2.55,-2.3
313,12688,8,-2.0,-2.0
314,12690,6,-2.825,-2.2
315,12690,7,-4.05,-3.3
316,12693,6,-2.15,-0.4
317,12693,7,-1.8,-1.8
318,12694,6,-2.625,-1.7
319,12694,7,-2.9,-2.9
320,12695,6,0.7,1.8
321,12695,7,1.1,1.1
322,12696,6,-2.02,-1.0
323,12696,7,-2.4,-2.4
324,12697,6,-0.933333333333,-0.5
325,12697,7,-1.2,-1.2
326,12698,6,-3.0,-1.4
327,12698,7,-2.3,-2.3
328,12701,6,-0.3,0.6
329,12701,7,-0.6,-0.6
330,12702,6,-3.35,-2.5
331,12702,7,-4.1,-4.1
332,12727,6,-1.76666666667,-1.1
333,12730,6,-3.15,-2.2
334,12744,6,-3.3,-3.1
335,12751,6,-4.1,-4.1
336,12759,6,0.666666666667,1.2
337,12760,6,-0.166666666667,0.1
338,12762,6,2.85,3.0
339,12763,7,-0.3,-0.3
340,12780,6,1.625,2.3
341,12780,7,-0.5,-0.5
342,12784,7,0.283333333333,2.4
343,12784,8,-1.0,-1.0
344,12785,6,1.46666666667,2.0
345,12785,7,-0.9,-0.9
346,12786,7,-0.85,0.0
347,12786,8,-1.8,-1.8
348,12790,7,-1.275,0.2
349,12790,8,-0.8,-0.8
350,12791,7,-3.22,-2.3
351,12791,8,-5.2,-5.2
352,12793,7,-2.24,-1.9
353,12793,8,-4.9,-4.9
354,12801,6,2.45,2.7
355,12802,7,-2.3,-1.1
356,12802,8,-3.2,-3.2
357,12804,6,-1.23333333333,-0.7
358,12805,6,-3.1,-2.0
359,12805,7,-2.7,-2.7
360,12806,7,0.166666666667,1.7
361,12806,8,-1.2,-1.2
362,12808,7,3.92,5.9
363,12808,8,0.7,0.7
364,12813,6,-0.62,-0.2
365,12813,7,-1.8,-1.8
366,12817,7,0.4,1.1
367,12817,8,2.3,2.3
368,12828,6,0.18,1.1
369,12828,7,-0.5,-0.5
370,12829,6,-0.3,1.6
371,12829,7,-0.5,-0.5
372,12835,6,1.24,1.8
373,12835,7,0.9,0.9
374,12838,7,-1.15,0.0
375,12838,8,-2.7,-2.7
376,12847,6,5.46,7.0
377,12847,7,5.9,5.9
378,12848,6,1.04,1.8
379,12848,7,0.0,0.0
380,12868,6,-1.92,0.1
381,12868,7,-1.8,-1.8
382,12869,6,0.18,2.3
383,12869,7,-0.7,-0.2
384,12878,6,-1.48,-0.6
385,12878,7,-2.15,-2.0
386,12880,7,0.32,1.7
387,12880,8,0.8,0.8
388,12883,7,-4.55,-3.9
389,12883,8,-5.5,-5.5
390,12884,7,-3.8,-3.5
391,12884,8,-4.5,-4.5
392,12885,7,-1.03333333333,-0.6
393,12885,8,-1.8,-1.8
394,12888,7,1.76666666667,3.8
395,12888,8,2.3,2.3
396,12889,7,-2.14,-0.7
397,12889,8,-3.5,-3.5
398,12890,7,2.18333333333,6.0
399,12890,8,4.0,4.0
400,12891,7,-2.125,-1.6
401,12891,8,-4.2,-4.2
402,12892,7,-0.35,1.4
403,12892,8,-2.3,-2.3
404,12893,7,-0.833333333333,-0.2
405,12893,8,-2.2,-2.2
406,12896,6,-0.175,0.5
407,12896,7,-1.1,-1.1
408,12897,7,-3.9,-3.9
409,12898,6,-2.925,-2.2
410,12898,7,-2.9,-2.9
411,12900,6,-2.06666666667,-0.8
412,12903,6,-0.925,-0.4
413,12903,7,-1.1,-1.1
414,12904,6,1.5,3.2
415,12904,7,1.4,1.4
416,12907,6,0.966666666667,2.3
417,12908,6,0.34,1.7
418,12908,7,-0.5,-0.5
419,12912,6,4.6,7.0
420,12912,7,5.6,5.6
421,12914,6,-0.14,0.4
422,12914,7,-1.5,-1.5
423,12915,6,-1.32,-0.7
424,12915,7,-1.5,-1.5
425,12917,7,-3.8,-3.8
426,12925,6,-0.68,0.0
427,12925,7,-1.5,-1.5
428,12939,6,-1.1,-0.6
429,12940,5,-1.43333333333,-0.7
430,12941,7,-3.8,-3.8
431,12942,6,-0.22,1.2
432,12942,7,0.2,0.2
433,12943,6,-1.4,0.0
434,12943,7,-1.4,-1.4
435,12944,7,-3.4,-3.4
436,12945,6,-0.533333333333,-0.3
437,12947,6,5.85,7.0
438,12952,7,-1.5,-1.5
439,12954,6,0.633333333333,1.5
440,12961,6,0.3,1.2
441,12962,7,-0.7,-0.7
442,12975,6,-0.92,-0.4
443,12975,7,-1.4,-1.3
444,12977,6,-1.9,-0.1
445,12977,7,0.1,0.1
446,12983,6,-2.02,-1.3
447,12983,7,-2.6,-2.6
448,12994,6,-0.46,1.7
449,12994,7,-1.15,-0.8
450,12998,6,-3.6,-3.6
451,13000,6,-0.12,1.2
452,13000,7,-1.6,-1.6
453,13009,6,-0.375,0.1
454,13009,7,-0.1,-0.1
455,13013,6,-4.0,-4.0
456,13017,5,0.3,0.3
457,13017,6,-0.7,-0.7
458,13019,6,-3.85,-3.7
459,13020,5,-0.75,0.0
460,13020,6,-0.5,-0.5
461,13026,6,-0.933333333333,-0.2
462,13027,6,1.46666666667,2.0
463,13028,6,0.3,1.1
464,13036,6,-0.24,1.1
465,13036,7,-1.3,-1.3
466,13043,7,1.7,1.7
467,13051,6,2.36666666667,3.3
468,13052,5,-2.475,-2.1
469,13052,6,-3.1,-3.1
470,13056,6,3.98,5.6
471,13056,7,3.3,3.3
472,13059,6,-1.96666666667,-1.6
473,13067,6,0.88,1.5
474,13067,7,1.6,1.6
475,13078,6,-1.5,-0.5
476,13078,7,-2.9,-2.9
477,13079,6,5.58,7.0
478,13079,7,5.5,5.5
479,13083,7,-2.4,-2.4
480,13084,6,-1.6,-1.3
481,13085,7,-2.6,-2.6
482,13087,6,-1.54,-1.3
483,13087,7,-2.7,-2.7
484,13100,6,1.4,2.5
485,13102,6,2.9,4.9
486,13107,7,-3.975,-3.2
487,13107,8,-4.1,-4.1
488,13109,6,0.65,1.1
489,13109,7,-0.1,-0.1
490,13112,6,-1.31666666667,0.5
491,13112,7,-3.1,-3.1
492,13115,6,0.3,0.3
493,13123,7,6.0,6.0
494,13131,6,-1.18,-0.3
495,13131,7,-2.1,-2.1
496,13140,5,-1.45,-1.0
497,13140,6,-1.5,-1.5
498,13141,6,-0.34,0.3
499,13141,7,-0.2,-0.2
500,13144,6,-1.53333333333,-0.8
501,13144,7,-1.9,-1.9
502,13157,7,-0.72,0.4
503,13157,8,-3.2,-3.2
504,13158,6,6.52,7.0
505,13158,7,6.0,6.0
506,13160,6,0.8,1.7
507,13160,7,-1.1,-1.1
508,13161,6,-1.52,-0.6
509,13161,7,-2.15,-2.1
510,13162,6,1.14,2.6
511,13162,7,0.5,0.5
512,13163,6,1.66666666667,2.0
513,13163,7,0.05,1.1
514,13165,6,-1.88,-0.2
515,13165,7,-3.15,-3.0
516,13167,6,-0.04,0.9
517,13167,7,-0.5,-0.5
518,13172,5,-0.925,-0.3
519,13172,6,-1.7,-1.7
520,13173,6,2.26,5.7
521,13173,7,2.1,2.1
522,13174,6,1.04,1.9
523,13174,7,2.2,2.2
524,13177,6,2.0,2.1
525,13178,6,-1.86666666667,-1.5
526,13180,7,-3.3,-3.3
527,13183,6,-0.133333333333,1.2
528,13187,6,-1.9,-1.4
529,13224,7,-1.45,-0.3
530,13225,7,-0.125,0.1
531,13225,8,-1.5,-1.5
532,13226,7,-4.75454545455,-3.5
533,13226,8,-6.3,-6.3
534,13228,7,-4.4,-3.9
535,13230,6,3.15,3.3
536,13238,5,-1.8,-1.4
537,13238,6,-2.9,-2.9
538,13241,6,-1.5,-1.4
539,13242,6,-1.375,-0.7
540,13242,7,-2.8,-2.8
541,13252,6,0.85,1.4
542,13252,7,2.4,2.4
543,13253,6,0.125,1.0
544,13253,7,0.5,0.5
545,13254,6,-1.1,-0.7
546,13254,7,-1.8,-1.8
547,13257,6,-1.375,-0.7
548,13257,7,-0.6,-0.6
549,13258,6,-3.05,-1.7
550,13258,7,-2.4,-2.4
551,13259,5,-1.675,-1.0
552,13259,6,-3.1,-3.1
553,13263,6,-1.86666666667,-1.3
554,13265,6,-1.8,-1.1
555,13265,7,-2.6,-2.6
556,13268,7,-1.02,0.3
557,13268,8,-3.9,-3.9
558,13276,6,-1.23333333333,0.4
559,13276,7,0.7,0.7
560,13277,6,2.22222222222,4.0
561,13277,7,5.0,5.0
562,13282,5,-1.42857142857,-1.1
563,13282,6,-3.2,-3.2
564,13288,6,0.3,1.4
565,13288,7,0.1,0.1
566,13289,6,-1.26666666667,-1.1
567,13295,5,-1.1,-1.1
568,13295,6,-1.7,-1.7
569,13296,6,0.84,1.1
570,13296,7,-1.0,-1.0
571,13298,7,-0.3,0.7
572,13298,8,0.3,0.3
573,13300,7,-0.325,0.8
574,13300,8,-2.2,-2.2
575,13304,7,-2.025,-1.2
576,13304,8,-2.9,-2.9
577,13305,7,-0.725,0.5
578,13305,8,-2.7,-2.7
579,13309,6,-2.46,-2.0
580,13311,6,-2.4,-2.4
581,13312,6,-1.7,-1.5
582,13313,6,-1.0,-0.2
583,13316,6,-2.0,-1.9
584,13325,7,-2.225,-1.6
585,13325,8,-2.9,-2.9
586,13326,6,-3.28,-2.8
587,13326,7,-4.8,-4.8
588,13327,6,-2.7,-2.7
589,13338,7,-1.825,-1.5
590,13338,8,-2.3,-2.3
591,13340,6,-1.525,-0.1
592,13340,7,-1.9,-1.9
593,13349,6,-0.74,-0.2
594,13349,7,-1.55,-1.2
595,13351,6,-2.2625,-1.0
596,13351,7,-1.5,-1.5
597,13354,6,-2.54,-1.8
598,13354,7,-1.6,-1.6
599,13355,6,-0.7,-0.7
600,13355,7,-2.3,-2.3
601,13356,6,-0.666666666667,-0.1
602,13356,7,-1.0,-1.0
603,13373,7,-1.475,-0.2
604,13373,8,-1.4,-1.4
605,13375,7,-0.32,0.6
606,13380,6,-2.62,-1.4
607,13388,7,-1.5,-0.8
608,13388,8,-2.5,-2.5
609,13389,6,-1.14,-0.2
610,13389,7,-1.4,-1.4
611,13390,6,-0.775,-0.4
612,13390,7,-0.7,-0.7
613,13391,6,0.44,1.2
614,13391,7,-0.4,-0.4
615,13392,6,1.45714285714,1.9
616,13392,7,3.8,3.8
617,13396,5,-0.95,-0.2
618,13396,6,-2.4,-2.0
619,13408,6,-1.85,-1.1
620,13408,7,-2.5,-2.5
621,13434,7,-1.45,-1.0
622,13434,8,-1.0,-1.0
623,13451,6,-0.4,0.3
624,13451,7,-1.4,-1.4
625,13453,7,-3.4,-1.9
626,13453,8,-4.4,-4.4
627,13462,6,0.05,0.4
628,13462,7,-0.9,-0.9
629,13464,7,-0.6,-0.6
630,13466,7,-2.3,-2.3
631,13472,6,-0.733333333333,-0.1
632,13483,7,-0.7,-0.7
633,13488,7,1.36,4.0
634,13488,8,3.2,3.2
635,13489,6,-2.275,1.2
636,13489,7,-0.8,-0.8
637,13490,7,0.1,0.1
638,13492,7,-2.8,-2.8
639,13495,6,1.92,2.2
640,13495,7,-0.1,-0.1
641,13497,6,-0.325,0.4
642,13497,7,-1.5,-1.5
643,13501,7,-1.35,-0.3
644,13501,8,-3.3,-3.3
645,13504,6,3.03333333333,6.5
646,13504,7,1.1,1.1
647,13505,6,-0.188888888889,0.6
648,13505,7,0.5,0.5
649,13511,7,-3.5,-3.5
650,13512,7,-3.5,-3.5
651,13514,6,4.0,4.8
652,13519,5,-0.1,-0.1
653,13526,5,0.2,0.2
654,13529,6,-0.566666666667,0.2
655,13539,6,-0.2,0.5
656,13539,7,-1.3,-1.3
657,13541,6,-0.966666666667,-0.9
658,13541,7,-1.4,-1.4
659,13542,5,2.3,2.3
660,13546,6,0.333333333333,0.6
661,13568,6,-0.075,0.2
662,13568,7,-0.6,-0.6
663,13569,5,-1.57142857143,-0.9
664,13569,6,-2.65,-2.5
665,13572,6,-3.54,-2.9
666,13572,7,-4.0,-4.0
667,13575,6,-1.975,-0.6
668,13575,7,-2.0,-2.0
669,13576,6,-2.34,-1.8
670,13576,7,-2.4,-2.4
671,13577,7,-0.7,-0.7
672,13578,7,0.8,0.8
673,13580,6,-1.13333333333,0.0
