,StudentId,AssessmentGrade,GE-Grade,GE-Grade_MAX
1974,2009100,5,2.7,2.7
1975,2009100,6,-0.3,-0.3
1976,2009101,5,-1.5,-1.5
1977,2009102,5,-0.25,-0.1
1978,2009103,6,1.68333333333,2.9
1979,2009103,7,1.1,1.1
1980,2009105,5,1.325,2.3
1981,2009106,6,1.775,2.4
1982,2009106,7,1.0,1.0
1983,2009110,6,1.08,1.7
1984,2009110,7,0.4,0.4
1985,2009112,5,-1.03333333333,-0.6
1986,2009112,6,-1.9,-1.9
1987,2009113,5,-0.8,-0.8
1988,2009114,5,0.7,2.0
1989,2009114,6,0.8,0.8
1990,2009115,5,0.34,1.1
1991,2009115,6,0.0,0.0
1992,2009118,6,0.94,1.9
1993,2009118,7,-0.9,-0.9
1994,2009119,5,0.325,0.7
1995,2009119,6,0.3,0.3
1996,2009121,5,-0.32,0.1
1997,2009121,6,-1.1,-1.1
1998,2182003,6,-0.6,0.5
1999,2182003,7,-1.3,-1.3
2000,406139767,5,3.6,3.6
2001,406139773,5,1.9,2.5
2002,406139773,6,2.7,2.7
2003,406139783,5,-2.4,-2.4
2004,406139797,5,-1.1,-1.1
2005,406139802,5,5.7,5.7
2006,406139816,5,-1.0,-1.0
2007,406139819,5,-0.3,-0.3
2008,406139822,5,0.7,0.7
2009,406139825,5,-1.4,-1.2
2010,406139838,6,2.42,5.0
2011,406139838,7,1.8,1.8
2012,406139840,5,1.375,1.9
2013,406139840,6,1.2,1.2
2014,406139841,6,-0.42,1.4
2015,406139841,7,-2.1,-2.1
2016,406139842,5,1.8,1.8
2017,406139842,6,-0.8,-0.8
2018,406139843,5,-1.0,-1.0
2019,406139844,5,-2.6,-2.6
2020,406139845,5,0.3,0.3
2021,406139846,5,1.6,1.6
2022,406139847,5,1.975,2.7
2023,406139847,6,2.5,2.5
2024,406139848,5,-1.9,-1.9
2025,406139855,5,0.4,0.4
2026,406139857,5,0.2,0.2
2027,406139857,6,-0.3,-0.3
2028,406139872,5,-1.3,-1.3
2029,406139872,6,-2.8,-2.8
2030,406139874,5,-0.5,-0.5
2031,406139875,5,-0.3,-0.3
2032,406139884,5,0.1,0.1
2033,406139885,5,0.05,0.9
2034,406139885,6,-0.8,-0.8
2035,406139898,5,0.6,0.6
2036,406139979,5,2.5,2.5
2037,406140070,7,0.725,1.4
2038,406140070,8,-2.1,-2.1
2039,406140071,7,-1.1,-0.7
2040,406140071,8,-0.5,-0.5
2041,406140085,7,-0.325,0.4
2042,406140085,8,0.0,0.0
2043,406140086,7,-0.7,-0.4
2044,406140086,8,-1.7,-1.7
2045,406140087,8,-2.16,-1.6
2046,406140132,7,-2.925,-1.6
2047,406140132,8,-3.3,-3.3
2048,406140133,7,-2.225,-1.8
2049,406140133,8,-3.5,-3.5
2050,406140136,7,-0.925,0.1
2051,406140136,8,-2.0,-2.0
2052,406140140,8,-0.68,0.5
2053,406140142,5,-2.4,-2.4
2054,406140158,7,-3.2,-2.3
2055,406140158,8,-4.0,-4.0
2056,406140189,7,-3.0,-2.3
2057,406140189,8,-3.5,-3.5
2058,406140190,7,-1.75,-1.2
2059,406140190,8,-2.0,-2.0
2060,406140256,5,1.2,1.2
2061,406140454,7,-0.62,0.1
2062,406140454,8,-1.9,-1.9
2063,406140628,7,0.15,0.9
2064,406140628,8,-2.2,-2.2
2065,406140639,7,-1.78,-1.1
2066,406140639,8,-2.2,-2.2
2067,406140642,7,-1.175,-0.4
2068,406140642,8,-2.6,-2.6
2069,406140782,5,3.7,3.7
2070,406140807,5,-0.2,-0.2
2071,406140924,5,-1.9,-1.9
2072,406140925,7,0.7,1.4
2073,406140925,8,-1.4,-1.4
2074,406140929,5,1.8,1.8
2075,406140931,5,2.0,2.0
2076,406140932,5,-0.4,-0.4
2077,406140967,5,0.5,0.5
2078,406141002,5,-3.7,-3.7
2079,406141006,2,0.1,0.1
2080,406141054,5,-0.1,-0.1
2081,406141060,5,-0.2,-0.2
2082,406141060,6,-0.9,-0.9
2083,406141080,5,-1.3,-1.3
2084,406141084,6,-1.52,-0.5
2085,406141084,7,-1.7,-1.6
2086,406141114,5,-1.9,-1.9
2087,406141265,7,-1.7,-1.7
2088,406141281,7,-1.6,-1.6
2089,406141285,5,-1.1,-1.1
2090,406141290,2,0.1,0.1
2091,406141331,7,1.8,1.8
2092,406141353,2,1.4,1.4
2093,406141369,2,0.6,0.6
2094,406141411,5,-0.3,-0.3
2095,406141422,5,-0.96,0.1
2096,406141422,6,-1.2,-1.2
2097,406141429,5,1.8,1.8
2098,406141437,7,-2.2,-2.2
2099,406141439,7,-0.8,-0.8
2100,406141513,7,-1.05,-0.4
2101,406141513,8,-1.9,-1.9
2102,406141517,7,-2.175,-1.5
2103,406141517,8,-2.4,-2.4
2104,406141521,7,-1.35,-0.6
2105,406141521,8,-2.8,-2.8
2106,406141523,7,4.05,5.9
2107,406141523,8,4.8,4.8
2108,406141525,7,-0.68,0.3
2109,406141525,8,0.4,0.4
2110,406141528,7,-2.5,-1.9
2111,406141530,7,-2.66,-1.8
2112,406141530,8,-3.5,-3.5
2113,406141531,7,3.0,5.7
2114,406141531,8,5.0,5.0
2115,406141532,6,-2.5,-1.7
2116,406141532,7,-4.1,-4.1
2117,406141534,7,-1.8,-1.2
2118,406141534,8,-1.2,-1.2
2119,406141535,7,-3.0,-2.5
2120,406141535,8,-2.9,-2.9
2121,406141537,7,0.3,1.3
2122,406141537,8,-0.3,-0.3
2123,406141538,7,3.625,4.9
2124,406141538,8,0.0,0.0
2125,406141540,7,-2.6,-2.3
2126,406141540,8,-2.8,-2.8
2127,406141541,7,2.225,4.7
2128,406141541,8,1.6,1.6
2129,406141542,7,3.025,5.9
2130,406141542,8,0.0,0.0
2131,406141546,7,-0.14,0.5
2132,406141546,8,-0.5,-0.5
2133,406141547,7,-1.16,0.0
2134,406141547,8,-0.5,-0.5
2135,406141549,7,-1.35,-1.0
2136,406141549,8,-1.6,-1.6
2137,406141551,7,0.475,1.4
2138,406141551,8,0.2,0.2
2139,406141553,7,3.6,6.0
2140,406141553,8,2.3,2.3
2141,406141554,6,-2.48,-1.9
2142,406141554,7,-3.6,-3.6
2143,406141574,7,-0.475,0.1
2144,406141574,8,0.5,0.5
2145,406141576,7,-2.98,-2.3
2146,406141576,8,-1.1,-1.1
2147,406141588,7,-0.975,-0.3
2148,406141588,8,-1.8,-1.8
2149,406141589,7,-1.525,-0.9
2150,406141589,8,-2.4,-2.4
2151,406141590,7,4.9,6.0
2152,406141590,8,5.0,5.0
2153,406141591,6,6.18,7.0
2154,406141591,7,5.9,5.9
2155,406141592,7,-1.05,-0.7
2156,406141592,8,-2.4,-2.4
2157,406141603,7,-1.02,1.8
2158,406141603,8,-0.6,-0.6
2159,406141607,7,1.28,1.9
2160,406141607,8,0.4,0.4
2161,406141609,7,-1.1,-0.7
2162,406141609,8,-1.7,-1.7
2163,406141636,6,-0.5,0.3
2164,406141636,7,-1.2,-1.2
2165,406141639,7,-0.95,-0.3
2166,406141639,8,-1.9,-1.9
2167,406141645,7,-0.875,0.1
2168,406141645,8,-1.9,-1.9
2169,406141648,7,-0.05,1.1
2170,406141648,8,-0.9,-0.9
2171,406141656,7,2.6,4.0
2172,406141656,8,2.2,2.2
2173,406141662,7,0.0,0.9
2174,406141662,8,0.6,0.6
2175,406141663,7,0.925,3.0
2176,406141663,8,-0.5,-0.5
2177,406141666,7,0.575,1.3
2178,406141666,8,-1.8,-1.8
2179,406141674,7,-1.48,-0.9
2180,406141716,2,0.4,0.4
2181,406141721,5,-1.275,-0.2
2182,406141721,6,-1.9,-1.9
2183,406141745,2,0.5,0.5
2184,406141750,2,-0.2,-0.2
2185,406141754,7,-2.2,-2.2
2186,406141756,7,-4.6,-4.6
2187,406141761,7,2.1,2.1
2188,406141764,2,0.4,0.4
2189,406141773,7,-2.35,-1.7
2190,406141789,7,2.6,2.6
2191,406141792,6,-0.38,0.1
2192,406141792,7,-2.1,-2.1
2193,406141793,7,0.783333333333,2.5
2194,406141793,8,0.1,0.1
2195,406141798,7,-1.2,-0.9
2196,406141798,8,-2.4,-2.4
2197,406141799,7,0.7,1.1
2198,406141799,8,-0.6,-0.6
2199,406141852,6,0.74,1.5
2200,406141852,7,-1.1,-1.1
2201,406141853,7,1.96,5.0
2202,406141854,7,-0.44,0.5
2203,406141854,8,-2.1,-2.1
2204,406141858,7,-1.025,-0.2
2205,406141858,8,-1.5,-1.5
2206,406141860,7,0.825,1.0
2207,406141860,8,1.4,1.4
2208,406141861,6,-2.3,-2.1
2209,406141861,7,-3.2,-3.2
2210,406141862,7,4.275,6.0
2211,406141862,8,5.0,5.0
2212,406141863,7,2.375,3.5
2213,406141863,8,0.7,0.7
2214,406141864,6,-2.92,-2.4
2215,406141864,7,-3.9,-3.9
2216,406141867,6,-1.2,-0.7
2217,406141870,7,-1.7,-0.9
2218,406141870,8,-2.5,-2.5
2219,406141871,7,-0.475,2.5
2220,406141871,8,-2.0,-2.0
2221,406141895,2,-0.7,-0.7
2222,406141937,6,1.54,2.6
2223,406141937,7,-1.6,-1.6
2224,406141946,2,-0.1,-0.1
2225,406141955,6,-1.52,-0.6
2226,406141955,7,-2.2,-2.2
2227,406141962,6,4.12,7.0
2228,406141962,7,2.9,2.9
2229,406141983,6,-1.96,-0.9
2230,406141983,7,-3.4,-3.4
2231,406141984,7,-0.34,1.5
2232,406141984,8,-1.6,-1.6
2233,406141985,7,-1.75,-1.0
2234,406141985,8,-3.2,-3.2
2235,406141986,7,2.0,4.5
2236,406141986,8,3.0,3.0
2237,406141988,7,-0.666666666667,-0.1
2238,406141988,8,-1.2,-1.2
2239,406141990,7,-1.625,-0.6
2240,406141990,8,-2.5,-2.5
2241,406141997,7,2.8,6.0
2242,406141997,8,1.1,1.1
2243,406141998,7,1.525,2.5
2244,406141998,8,0.2,0.2
2245,406141999,7,0.566666666667,1.1
2246,406141999,8,3.6,3.6
2247,406142000,7,-0.775,-0.1
2248,406142000,8,-1.5,-1.5
2249,406142001,7,-1.35,-1.1
2250,406142001,8,-1.5,-1.5
2251,406142003,7,-1.025,-0.5
2252,406142003,8,-2.4,-2.4
2253,406142014,7,0.525,0.9
2254,406142014,8,-1.1,-1.1
2255,406142015,7,0.3,0.4
2256,406142015,8,-0.9,-0.9
2257,406142018,7,-2.5,-2.5
2258,406142019,7,-4.0,-4.0
2259,406142020,7,1.68,4.1
2260,406142020,8,0.6,0.6
2261,406142023,5,-1.35,-0.6
2262,406142027,7,-0.86,0.3
2263,406142027,8,-0.5,-0.5
2264,406142036,2,0.6,0.6
2265,406142047,5,0.3,1.7
2266,406142047,6,-0.1,-0.1
2267,406142064,2,0.5,0.5
2268,406142067,5,-2.4,-2.4
2269,406142094,5,-2.6,-2.6
2270,406142096,6,-1.68,-1.1
2271,406142096,7,-1.5,-1.5
2272,406142097,6,0.8,1.9
2273,406142097,7,-1.1,-1.1
2274,406142114,5,-2.0,-2.0
2275,406142117,5,-0.8,-0.8
2276,406142131,2,-0.4,-0.4
2277,406142140,6,0.32,1.1
2278,406142140,7,0.7,0.7
2279,406142149,5,-2.4,-1.3
2280,406142149,6,-3.5,-3.5
2281,406142159,2,-0.1,-0.1
2282,406142163,6,0.16,0.5
2283,406142163,7,-1.6,-1.6
2284,406142180,7,-0.475,1.0
2285,406142180,8,-1.7,-1.7
2286,406142185,7,-0.225,0.4
2287,406142185,8,-0.1,-0.1
2288,406142186,7,-0.02,0.8
2289,406142186,8,-2.3,-2.3
2290,406142213,5,-1.0,-1.0
2291,406142216,5,-2.48,-1.9
2292,406142216,6,-3.1,-3.1
2293,406142230,7,0.425,2.6
2294,406142230,8,-0.7,-0.7
2295,406142234,7,-0.775,0.1
2296,406142234,8,0.1,0.1
2297,406142235,7,1.575,3.3
2298,406142235,8,0.6,0.6
2299,406142236,7,0.3,0.9
2300,406142236,8,-1.9,-1.9
2301,406142240,7,-0.175,0.5
2302,406142240,8,0.5,0.5
2303,406142245,7,-1.0,-0.1
2304,406142245,8,-2.0,-2.0
2305,406142246,7,-1.2,-0.5
2306,406142246,8,-1.5,-1.5
2307,406142248,7,1.58333333333,3.6
2308,406142248,8,0.0,0.0
2309,406142250,7,-2.175,-1.8
2310,406142250,8,-2.4,-2.4
2311,406142252,6,-0.98,-0.7
2312,406142252,7,-1.8,-1.8
2313,406142255,7,-3.325,-2.7
2314,406142255,8,-3.6,-3.6
2315,406142256,7,4.35,5.9
2316,406142256,8,1.4,1.4
2317,406142261,6,4.425,6.9
2318,406142261,7,6.0,6.0
2319,406142264,7,-1.18,-0.1
2320,406142267,7,-0.62,0.1
2321,406142267,8,-1.8,-1.8
2322,406142268,7,0.42,2.7
2323,406142268,8,1.2,1.2
2324,406142272,7,-1.4,-0.1
2325,406142272,8,-2.7,-2.7
2326,406142274,7,-2.125,-1.6
2327,406142274,8,-1.0,-1.0
2328,406142276,7,0.075,1.1
2329,406142276,8,-0.3,-0.3
2330,406142277,7,-2.05,-1.8
2331,406142277,8,-3.3,-3.3
2332,406142278,7,2.95,5.7
2333,406142278,8,4.9,4.9
2334,406142279,7,-0.025,0.2
2335,406142279,8,-0.7,-0.7
2336,406142280,2,0.4,0.4
2337,406142282,7,3.5,4.4
2338,406142282,8,3.1,3.1
2339,406142283,7,-0.6,0.4
2340,406142283,8,-0.9,-0.9
2341,406142284,6,-2.02,-1.6
2342,406142284,7,-2.7,-2.7
2343,406142287,7,-0.8,0.0
2344,406142287,8,-1.9,-1.9
2345,406142289,6,-0.86,-0.4
2346,406142289,7,-2.1,-2.1
2347,406142299,7,-1.4,0.7
2348,406142299,8,-0.1,-0.1
2349,406142300,2,0.2,0.2
2350,406142303,6,-0.16,1.2
2351,406142303,7,-0.25,0.8
2352,406142304,5,2.3,2.3
2353,406142395,2,0.4,0.4
2354,406142400,6,0.62,1.5
2355,406142400,7,0.9,0.9
2356,406142431,7,-1.35,-0.5
2357,406142431,8,-2.2,-2.2
2358,406142436,5,-2.3,-2.3
2359,406142438,5,-0.966666666667,-0.1
2360,406142457,5,-2.6,-2.6
2361,406142471,6,-1.425,-0.7
2362,406142471,7,-1.1,-1.1
2363,406142474,6,-1.76,-1.1
2364,406142474,7,-1.3,-1.3
2365,406142475,2,-0.2,-0.2
2366,406142498,2,0.2,0.2
2367,406142501,6,-1.65,-0.5
2368,406142501,7,-1.6,-1.6
2369,406142513,5,-2.65,-2.4
2370,406142514,6,-0.92,-0.4
2371,406142514,7,-1.5,-1.5
2372,406142517,5,-2.1,-1.5
2373,406142522,7,1.34,2.7
2374,406142522,8,2.1,2.1
2375,406142524,7,2.875,5.8
2376,406142524,8,3.4,3.4
2377,406142535,7,-2.72,-2.2
2378,406142535,8,-2.9,-2.9
2379,406142536,2,1.1,1.1
2380,406142559,7,0.65,1.8
2381,406142559,8,0.3,0.3
2382,406142579,7,-0.7625,4.3
2383,406142579,8,5.0,5.0
2384,406142580,7,-0.333333333333,0.1
2385,406142580,8,-1.5,-1.5
2386,406142581,6,-2.18333333333,-1.5
2387,406142581,7,-2.3,-2.3
2388,406142587,5,-0.8,-0.8
2389,406142598,7,-0.575,0.7
2390,406142598,8,-2.9,-2.9
2391,406142625,5,2.9,2.9
2392,406142633,5,2.9,2.9
2393,20102000000,5,0.8,0.8
2394,20102000001,5,0.8,0.8
2395,20102000004,5,-1.2,-1.0
2396,20102000009,5,0.1,0.1
2397,20102000010,5,0.8,0.8
2398,20102000014,5,-0.4,-0.4
2399,20102000015,5,-1.6,-1.6
2400,20102000018,5,2.25,2.5
2401,20102000021,5,-1.5,-1.5
2402,20102000026,5,-2.16666666667,-1.0
2403,20102000028,5,-1.0,-1.0
2404,20102000031,5,-0.5,-0.5
2405,20102000035,5,0.2,0.2
2406,20102000040,5,-0.3,-0.3
2407,20102000041,5,1.0,1.0
2408,20102000042,5,1.0,1.0
2409,20102000045,5,0.2,0.2
2410,20102000046,5,0.5,0.5
2411,20102000050,5,-0.05,0.2
2412,20102000053,5,0.2,0.2
2413,20102000056,5,-0.5,-0.5
2414,20102000058,5,-2.7,-2.7
2415,20102000059,5,-2.7,-2.7
2416,20102000061,5,-1.5,-1.5
2417,20102000066,5,1.0,1.0
2418,20102000067,5,0.9,0.9
2419,20102000069,5,-0.9,-0.9
2420,20102000074,5,2.4,2.4
2421,20102000077,5,-0.5,-0.5
2422,20102000079,5,-1.5,-1.5
2423,20102000081,5,0.2,0.2
2424,20102000083,5,-1.0,-1.0
2425,20102000085,5,1.9,1.9
2426,20103000014,5,0.0,0.0
2427,20103000015,5,-0.1,-0.1
2428,20103000023,5,-0.3,-0.3
2429,20103000025,5,1.0,1.0
2430,20103000026,5,2.4,2.4
2431,20103000034,5,-2.2,-2.2
2432,20103000058,5,0.8,0.8
2433,20103000060,5,1.2,1.2
2434,20103000068,5,1.1,1.1
2435,20103000069,5,-1.8,-1.8
2436,20103000085,5,1.0,1.0
2437,20103000103,5,0.3,0.3
2438,20103000104,5,3.3,3.3
2439,20105000000,5,0.4,0.4
2440,20105000003,5,-1.0,-1.0
2441,20105000004,5,0.5,0.5
2442,20105000005,5,-0.4,-0.4
2443,20105000006,5,0.1,0.1
2444,20105000007,5,-1.1,-1.1
2445,20105000008,5,1.9,1.9
2446,20105000009,5,1.1,1.1
2447,20105000010,5,-1.4,-1.4
2448,20105000011,5,2.0,2.0
2449,20105000012,5,0.1,0.1
2450,20105000013,5,-1.0,-1.0
2451,20105000015,5,0.5,0.5
2452,20105000016,5,-1.2,-1.2
2453,20105000017,5,-1.6,-1.6
2454,20105000018,5,0.2,0.2
2455,20105000019,5,0.2,0.2
2456,20105000020,5,1.6,1.6
2457,20105000021,5,-2.0,-2.0
2458,20105000022,5,1.0,1.0
2459,20105000025,5,-0.6,-0.5
2460,20105000027,5,-0.2,-0.2
2461,20105000032,5,3.0,3.0
2462,20105000033,5,-1.3,-1.3
2463,20105000035,5,-0.4,-0.4
2464,20105000037,5,2.7,2.7
2465,20105000038,5,0.8,0.8
2466,20105000039,5,0.4,0.4
2467,20105000041,5,0.6,0.6
2468,20105000043,5,-0.9,-0.9
2469,20105000044,5,-1.2,-1.2
2470,20105000045,5,-2.2,-2.2
2471,20105000048,5,-1.9,-1.9
2472,20105000049,5,-0.6,-0.6
2473,20105000050,5,-0.9,-0.9
2474,20105000051,5,-0.5,-0.5
2475,20105000052,5,-0.5,-0.5
2476,20105000053,5,0.3,0.3
2477,20105000058,5,0.8,0.8
2478,20105000059,5,0.0,0.0
2479,20105000060,5,1.1,1.1
2480,20105000062,5,0.2,0.2
2481,20105000063,5,0.1,0.1
2482,20105000064,5,2.9,2.9
2483,20105000065,5,-0.1,-0.1
2484,20105000066,5,1.0,1.0
2485,20105000067,5,-0.5,-0.5
2486,20105000069,5,-0.6,-0.6
2487,20105000071,5,0.4,0.4
2488,20105000072,5,2.6,2.6
2489,20105000073,5,-0.9,-0.9
2490,20105000075,5,-0.1,-0.1
2491,20105000076,5,-1.8,-1.8
2492,20105000077,5,-2.0,-2.0
2493,20105000079,5,0.6,0.6
2494,20105000080,5,-0.1,-0.1
2495,20105000081,5,3.0,3.0
2496,20105000084,5,-0.25,-0.1
2497,20105000085,5,1.8,1.8
2498,20105000087,5,2.4,2.4
2499,20105000089,5,-2.3,-2.3
2500,20105000090,5,-1.6,-1.6
2501,20105000091,5,-1.3,-1.3
2502,20105000092,5,0.1,0.1
2503,20105000093,5,0.0,0.0
2504,20105000094,5,-1.4,-1.4
2505,20105000095,5,-0.7,-0.7
2506,20105000097,5,0.8,0.8
2507,20105000098,5,-1.6,-1.6
2508,20105000100,5,-1.6,-1.6
2509,20105000102,5,-0.76,-0.3
2510,20105000102,6,-0.9,-0.9
2511,20105000103,5,1.5,1.5
2512,20105000103,6,0.8,0.8
2513,20105000104,6,-1.8,-0.7
2514,20105000104,7,-3.0,-3.0
2515,20105000105,6,-0.92,1.0
2516,20105000105,7,-2.5,-2.5
2517,20105000106,5,-0.08,0.5
2518,20105000107,6,-1.36,-0.6
2519,20105000107,7,-1.4,-1.4
2520,20105000108,6,0.6,1.9
2521,20105000108,7,-0.8,-0.8
2522,20105000109,5,0.6,0.6
2523,20105000109,6,-1.3,-1.3
2524,20105000110,6,0.45,1.7
2525,20105000110,7,-0.1,-0.1
2526,20105000181,5,3.0,3.0
2527,20105000182,5,-1.7,-1.7
2528,20105000183,5,0.7,0.7
2529,20105000184,5,0.7,0.7
2530,20105000185,5,2.0,2.0
2531,20105000186,5,-0.6,-0.6
2532,20105000187,5,0.1,0.1
2533,20105000189,5,1.1,2.1
2534,20105000189,6,-0.1,-0.1
2535,20105000190,5,3.74,5.3
2536,20105000192,6,0.84,1.7
2537,20105000192,7,-0.4,-0.4
